City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Delhi,2018-08-12,25.7,83.58,14.86,23.5,25.93,30.55,0.66,9.09,23.92,0.97,20.03,0.1,92.0,Satisfactory
Delhi,2018-08-13,32.75,106.03,16.15,25.04,28.15,34.65,0.84,9.26,27.7,1.11,23.38,0.09,102.0,Moderate
Delhi,2018-08-14,46.85,126.7,14.03,29.49,30.34,39.38,1.09,9.86,32.47,1.57,31.99,0.19,122.0,Moderate
Delhi,2018-08-15,43.0,117.21,9.88,23.72,22.86,37.96,0.84,8.85,34.04,1.41,30.1,0.07,128.0,Moderate
Delhi,2018-08-16,36.49,88.06,18.67,29.32,33.72,40.19,1.21,10.43,31.87,1.88,38.17,0.11,109.0,Moderate
Delhi,2018-08-17,32.98,80.82,18.25,24.58,30.72,37.68,0.98,9.26,30.62,1.88,35.61,0.23,109.0,Moderate
Delhi,2018-08-18,32.11,77.4,12.87,26.17,26.14,32.83,0.88,10.05,30.9,1.61,31.04,0.05,90.0,Satisfactory
Delhi,2018-08-19,47.01,96.0,18.92,31.85,33.12,31.46,1.07,11.4,32.1,1.63,32.28,0.03,100.0,Satisfactory
Delhi,2018-08-20,61.1,125.39,23.17,32.54,37.99,38.4,1.18,10.88,39.36,1.66,30.16,0.12,138.0,Moderate
Delhi,2018-08-21,30.98,77.56,11.76,27.85,26.25,32.36,1.02,11.99,31.02,1.09,20.9,0.09,105.0,Moderate
Delhi,2018-08-22,29.75,74.91,14.93,28.18,28.73,28.58,0.9,11.43,25.33,1.23,25.98,0.05,91.0,Satisfactory
Delhi,2018-08-23,31.19,73.3,15.41,24.72,27.95,32.42,0.82,10.82,18.25,1.16,25.82,0.04,86.0,Satisfactory
Delhi,2018-08-24,23.71,88.0,17.54,24.6,29.81,28.45,0.8,10.4,19.29,1.15,27.47,0.16,89.0,Satisfactory
Delhi,2018-08-25,21.96,82.69,14.99,22.78,26.16,25.87,0.68,10.9,20.69,1.19,26.57,0.03,100.0,Satisfactory
Delhi,2018-08-26,23.96,77.21,9.89,19.92,20.16,24.13,0.6,10.31,24.77,0.96,20.49,0.08,85.0,Satisfactory
Delhi,2018-08-27,24.78,56.62,10.67,23.6,23.07,26.04,0.78,10.82,26.5,1.31,23.78,0.07,82.0,Satisfactory
Delhi,2018-08-28,29.26,58.76,14.65,25.52,27.65,27.99,0.85,10.84,21.91,1.53,28.19,0.09,81.0,Satisfactory
Delhi,2018-08-29,36.06,65.58,15.31,26.12,27.86,29.36,0.9,10.23,21.53,1.6,28.23,0.08,88.0,Satisfactory
Delhi,2018-08-30,41.26,95.47,21.4,28.28,34.45,29.82,0.95,9.97,27.06,1.78,30.81,0.2,97.0,Satisfactory
Delhi,2018-08-31,47.53,152.29,13.54,25.96,26.93,28.79,0.82,9.67,23.57,1.47,29.67,0.12,127.0,Moderate
Delhi,2018-09-01,45.19,110.35,19.47,28.51,31.54,31.04,1.02,10.53,19.58,2.24,34.3,0.04,132.0,Moderate
Delhi,2018-09-02,40.9,80.4,20.91,23.44,29.51,31.34,0.87,9.81,23.36,1.95,33.74,0.15,116.0,Moderate
Delhi,2018-09-03,42.06,72.38,17.6,27.63,30.0,30.05,1.06,9.96,26.15,2.11,29.86,0.79,89.0,Satisfactory
Delhi,2018-09-04,55.72,105.56,34.09,35.94,49.8,32.41,1.29,10.8,26.55,2.89,37.58,0.13,118.0,Moderate
Delhi,2018-09-05,39.77,101.8,21.85,30.63,37.55,29.56,1.04,9.62,20.64,2.12,31.65,0.08,108.0,Moderate
Delhi,2018-09-06,49.44,138.52,28.45,30.88,43.56,30.78,0.96,10.13,26.24,2.19,29.94,0.03,137.0,Moderate
Delhi,2018-09-07,42.11,87.03,30.95,37.91,49.1,32.06,1.1,10.75,28.23,2.51,36.86,0.28,117.0,Moderate
Delhi,2018-09-08,35.45,72.63,17.48,26.65,31.93,28.17,0.84,11.38,23.65,1.84,28.88,0.06,105.0,Moderate
Delhi,2018-09-09,29.1,56.92,10.53,23.58,24.12,24.71,0.72,10.98,26.36,1.05,17.3,0.14,86.0,Satisfactory
Delhi,2018-09-10,36.99,83.98,15.56,29.61,30.96,24.26,0.88,11.21,29.46,1.29,20.47,0.23,92.0,Satisfactory
Delhi,2018-09-11,28.33,78.11,19.0,26.0,32.0,23.37,0.78,9.77,23.21,1.36,24.81,0.06,91.0,Satisfactory
Delhi,2018-09-12,28.55,103.27,17.17,24.4,29.28,22.38,0.71,10.31,22.44,1.44,25.14,0.03,96.0,Satisfactory
Delhi,2018-09-13,27.49,115.88,19.96,23.21,30.78,20.34,0.63,11.24,23.11,1.28,24.6,0.03,108.0,Moderate
Delhi,2018-09-14,31.38,113.92,20.52,25.18,32.01,19.9,0.7,11.21,24.58,1.44,24.24,0.07,113.0,Moderate
Delhi,2018-09-15,37.48,125.81,26.65,27.72,37.7,22.31,0.8,11.74,25.86,2.29,24.43,0.12,126.0,Moderate
Delhi,2018-09-16,43.09,131.43,21.14,25.92,31.12,24.13,0.72,11.14,26.12,1.78,23.98,0.0,124.0,Moderate
Delhi,2018-09-17,55.86,157.59,22.25,29.15,33.99,25.37,0.78,11.12,35.01,1.68,21.94,0.01,135.0,Moderate
Delhi,2018-09-18,54.94,165.11,15.0,29.8,28.63,24.13,0.75,11.95,38.79,1.71,23.97,0.0,154.0,Moderate
Delhi,2018-09-19,58.63,175.12,26.29,37.36,40.98,26.44,0.89,13.43,40.04,2.12,27.54,0.0,157.0,Moderate
Delhi,2018-09-20,73.3,185.23,28.51,38.16,42.01,29.96,0.98,14.41,49.18,2.75,35.2,0.01,173.0,Moderate
Delhi,2018-09-21,46.73,112.51,11.6,26.7,24.32,28.6,0.75,12.74,30.31,1.98,22.78,0.01,155.0,Moderate
Delhi,2018-09-22,24.29,46.36,10.07,21.72,19.92,23.58,0.73,11.11,23.89,1.7,24.61,0.01,76.0,Satisfactory
Delhi,2018-09-23,30.71,54.77,7.37,19.88,16.84,22.73,0.67,11.59,28.89,1.4,17.36,0.0,69.0,Satisfactory
Delhi,2018-09-24,21.46,35.84,14.91,25.07,25.46,22.73,0.74,11.08,19.54,2.44,21.7,0.0,63.0,Satisfactory
Delhi,2018-09-25,21.45,49.41,20.54,25.67,30.35,22.28,0.81,10.88,22.48,3.12,30.75,0.01,63.0,Satisfactory
Delhi,2018-09-26,42.83,108.67,31.86,32.38,42.65,24.2,1.03,11.59,28.54,2.94,40.14,0.01,99.0,Satisfactory
Delhi,2018-09-27,71.44,171.42,66.23,37.42,73.58,30.7,1.5,12.78,35.24,4.84,60.29,0.06,151.0,Moderate
Delhi,2018-09-28,83.78,214.66,86.96,44.68,93.15,35.57,1.78,12.98,37.24,6.51,75.0,0.12,200.0,Moderate
Delhi,2018-09-29,92.46,230.62,61.52,46.15,74.55,37.78,1.57,13.08,41.92,6.0,72.97,0.1,229.0,Poor
Delhi,2018-09-30,69.49,155.26,20.83,34.52,35.4,31.15,1.0,12.38,35.54,2.9,34.63,0.03,176.0,Moderate
Delhi,2018-10-01,65.78,177.08,30.83,40.86,47.61,31.58,1.13,12.7,38.52,3.29,45.58,0.04,148.0,Moderate
Delhi,2018-10-02,76.03,185.21,31.9,36.68,46.51,35.08,1.11,12.25,35.8,3.8,47.19,0.04,186.0,Moderate
Delhi,2018-10-03,63.37,177.17,39.9,42.57,56.37,31.83,1.13,13.36,36.72,3.74,45.68,0.32,160.0,Moderate
Delhi,2018-10-04,97.4,235.14,40.37,48.01,59.34,37.79,1.34,14.42,45.63,4.97,56.91,1.1,206.0,Poor
Delhi,2018-10-05,121.12,270.61,65.84,53.69,83.28,42.52,1.62,17.27,44.88,6.75,76.45,1.64,268.0,Poor
Delhi,2018-10-06,78.87,199.37,44.04,44.71,61.88,36.24,1.23,13.42,32.93,4.74,50.77,0.83,237.0,Poor
Delhi,2018-10-07,81.14,221.03,39.4,44.81,57.51,35.47,1.25,14.33,42.38,4.61,50.09,0.57,189.0,Moderate
Delhi,2018-10-08,118.6,279.23,37.87,56.21,63.0,36.86,1.51,16.13,51.05,5.34,60.1,0.82,253.0,Poor
Delhi,2018-10-09,103.26,263.89,31.79,54.24,56.31,37.85,1.59,19.67,52.46,5.33,51.48,0.73,269.0,Poor
Delhi,2018-10-10,93.36,256.14,23.75,47.73,45.93,39.4,1.51,16.55,43.9,4.55,45.79,0.61,263.0,Poor
Delhi,2018-10-11,70.42,208.39,14.93,37.74,33.12,33.16,1.02,14.54,37.04,3.1,35.5,0.41,219.0,Poor
Delhi,2018-10-12,67.93,172.04,29.52,44.48,47.82,25.13,1.13,16.06,42.01,3.68,47.52,0.66,163.0,Moderate
Delhi,2018-10-13,132.93,264.13,54.11,49.89,68.66,33.8,1.41,17.91,42.0,5.82,56.08,1.96,264.0,Poor
Delhi,2018-10-14,91.88,217.12,36.38,47.34,53.99,30.33,1.3,16.07,40.16,4.23,41.27,1.1,237.0,Poor
Delhi,2018-10-15,115.96,280.24,50.19,55.44,68.24,33.54,1.61,17.96,44.92,5.51,57.84,1.22,253.0,Poor
Delhi,2018-10-16,139.18,342.5,84.92,64.18,100.51,43.63,2.2,19.19,54.38,7.92,78.45,3.04,309.0,Very Poor
Delhi,2018-10-17,137.29,323.31,67.3,52.81,81.62,42.22,1.93,17.13,44.29,6.99,63.99,1.98,332.0,Very Poor
Delhi,2018-10-18,143.2,337.98,100.87,57.64,112.6,48.05,2.47,18.46,44.65,8.83,83.91,3.63,330.0,Very Poor
Delhi,2018-10-19,137.73,313.84,40.85,54.31,61.47,41.31,1.66,18.35,51.05,6.59,58.94,1.9,300.0,Poor
Delhi,2018-10-20,168.87,328.13,37.49,54.04,59.64,37.9,1.55,19.82,47.64,5.99,54.68,1.57,344.0,Very Poor
Delhi,2018-10-21,141.15,294.36,49.17,55.77,71.3,38.07,1.52,20.59,42.61,5.73,57.74,1.59,325.0,Very Poor
Delhi,2018-10-22,121.65,274.68,49.3,55.49,71.09,36.59,1.55,17.74,41.32,5.75,49.87,1.88,296.0,Poor
Delhi,2018-10-23,119.4,302.16,65.36,63.32,87.65,35.0,1.84,19.49,44.7,7.1,62.35,2.39,274.0,Poor
Delhi,2018-10-24,174.04,384.46,103.62,77.72,129.52,44.37,2.52,20.95,56.09,10.68,100.96,4.26,354.0,Very Poor
Delhi,2018-10-25,168.82,368.33,97.53,72.23,120.26,45.37,2.35,22.51,62.29,9.42,88.49,3.59,356.0,Very Poor
Delhi,2018-10-26,203.12,396.01,114.02,74.04,133.52,48.25,2.72,20.76,53.02,10.6,94.71,4.01,394.0,Very Poor
Delhi,2018-10-27,206.05,408.94,123.46,77.3,143.02,52.18,3.14,19.9,52.9,11.57,103.0,3.47,396.0,Very Poor
Delhi,2018-10-28,205.0,375.23,81.11,57.66,100.04,47.85,2.45,15.62,52.78,8.94,77.78,3.28,403.0,Severe
Delhi,2018-10-29,231.83,427.06,84.12,62.22,104.22,48.43,2.67,16.66,53.2,9.06,74.48,3.04,397.0,Very Poor
Delhi,2018-10-30,263.39,459.45,98.5,70.46,119.07,52.74,2.9,17.62,50.55,10.08,90.31,3.69,456.0,Severe
Delhi,2018-10-31,225.17,405.94,99.9,68.02,122.87,55.85,2.91,18.11,47.05,9.95,92.3,3.41,422.0,Severe
Delhi,2018-11-01,236.67,416.97,106.68,71.63,133.14,58.01,2.97,20.12,45.98,10.79,94.12,3.76,433.0,Severe
Delhi,2018-11-02,205.44,373.61,57.41,65.98,86.56,51.21,1.99,19.65,46.13,7.93,64.64,2.6,391.0,Very Poor
Delhi,2018-11-03,159.56,298.85,21.22,47.39,45.59,48.63,1.43,17.1,45.43,4.98,35.39,0.89,353.0,Very Poor
Delhi,2018-11-04,97.27,179.85,14.18,34.18,30.79,36.62,1.0,15.01,51.96,2.56,19.99,0.31,238.0,Poor
Delhi,2018-11-05,361.98,500.01,26.22,48.25,48.8,44.82,1.88,14.63,45.0,5.5,34.14,0.91,424.0,Severe
Delhi,2018-11-06,177.88,312.87,23.48,43.78,44.84,31.18,1.29,15.37,45.01,3.88,24.85,0.75,411.0,Severe
Delhi,2018-11-07,175.43,300.54,30.57,45.14,52.43,30.5,1.44,19.39,51.22,4.15,20.77,0.44,317.0,Very Poor
Delhi,2018-11-08,420.3,509.73,89.1,64.57,106.68,44.2,2.45,26.52,38.35,9.12,44.0,2.07,452.0,Severe
Delhi,2018-11-09,300.91,440.76,89.45,68.25,109.68,49.84,2.65,17.41,47.94,9.12,55.65,2.96,487.0,Severe
Delhi,2018-11-10,288.86,447.4,99.32,79.5,127.11,55.35,3.01,18.01,42.55,10.17,81.74,2.63,430.0,Severe
Delhi,2018-11-11,256.68,425.12,91.92,70.55,113.81,55.03,2.89,16.2,51.68,9.37,71.1,3.79,454.0,Severe
Delhi,2018-11-12,271.7,464.28,75.93,71.88,101.5,58.85,2.85,17.4,53.37,9.5,69.49,2.31,437.0,Severe
Delhi,2018-11-13,265.06,441.43,85.28,74.72,111.18,62.24,2.74,18.72,37.8,9.65,74.6,3.26,454.0,Severe
Delhi,2018-11-14,136.2,225.77,41.75,59.36,67.48,53.0,1.68,16.02,31.95,5.38,42.88,1.87,361.0,Very Poor
Delhi,2018-11-15,98.53,175.95,29.85,47.83,51.99,49.76,1.29,15.03,32.95,4.17,39.67,1.54,251.0,Poor
Delhi,2018-11-16,138.49,230.56,19.55,42.41,41.05,41.19,1.24,14.2,40.74,3.27,24.64,0.86,302.0,Very Poor
Delhi,2018-11-17,135.21,255.42,38.85,51.93,61.7,40.93,1.6,14.37,36.97,4.06,32.22,1.72,292.0,Poor
Delhi,2018-11-18,166.43,313.67,68.53,61.82,92.64,44.39,2.0,16.29,39.51,6.3,48.08,6.73,330.0,Very Poor
Delhi,2018-11-19,179.79,319.12,18.31,56.73,47.93,48.41,1.56,16.32,51.15,4.66,33.16,1.68,340.0,Very Poor
Delhi,2018-11-20,224.1,374.77,53.4,63.96,80.38,54.51,2.04,16.11,46.03,6.37,51.31,2.77,367.0,Very Poor
Delhi,2018-11-21,209.96,349.54,54.16,63.79,81.87,46.84,1.79,14.22,40.22,5.32,42.92,0.94,396.0,Very Poor
Delhi,2018-11-22,139.02,292.92,91.36,74.93,120.74,42.27,2.09,16.89,37.22,6.05,56.92,0.92,317.0,Very Poor
Delhi,2018-11-23,187.85,331.22,77.16,61.06,102.45,45.84,2.04,16.39,40.01,6.49,61.33,2.27,356.0,Very Poor
Delhi,2018-11-24,107.73,223.33,26.91,46.57,50.88,36.97,1.34,15.12,37.48,3.33,30.31,0.99,296.0,Poor
Delhi,2018-11-25,133.62,268.83,59.31,58.16,84.38,39.78,1.72,16.56,37.17,4.61,43.22,0.9,266.0,Poor
Delhi,2018-11-26,200.69,362.41,94.45,68.3,120.55,47.15,2.43,20.11,39.8,7.01,61.96,2.34,349.0,Very Poor
Delhi,2018-11-27,205.53,378.23,152.0,78.94,176.98,53.89,3.32,18.31,34.02,10.54,92.77,4.61,396.0,Very Poor
Delhi,2018-11-28,193.1,356.12,120.37,69.6,146.11,53.87,2.85,15.96,34.61,8.67,73.8,2.44,363.0,Very Poor
Delhi,2018-11-29,205.17,363.12,101.42,63.68,124.27,51.41,2.52,12.76,35.79,8.64,78.97,3.41,384.0,Very Poor
Delhi,2018-11-30,190.36,340.56,62.12,56.74,86.03,46.35,1.96,13.69,35.79,6.19,48.33,1.91,365.0,Very Poor
Delhi,2018-12-01,147.48,297.66,68.71,56.43,90.73,42.49,1.91,14.4,35.45,5.99,46.53,1.44,335.0,Very Poor
Delhi,2018-12-02,164.63,331.5,131.08,67.18,152.89,45.3,2.77,16.62,39.35,8.92,70.64,3.02,329.0,Very Poor
Delhi,2018-12-03,178.87,356.2,120.66,66.91,144.74,47.02,2.74,16.52,38.44,8.11,66.53,2.75,356.0,Very Poor
Delhi,2018-12-04,211.57,393.74,140.77,74.17,169.75,51.21,3.17,16.28,38.12,9.77,84.12,3.2,394.0,Very Poor
Delhi,2018-12-05,181.62,345.32,121.66,65.87,142.92,49.26,2.59,15.89,32.33,7.76,60.99,2.6,374.0,Very Poor
Delhi,2018-12-06,218.06,395.33,136.49,71.73,156.61,52.53,3.04,16.49,40.87,10.22,86.38,3.23,385.0,Very Poor
Delhi,2018-12-07,193.81,353.86,85.29,54.83,105.05,49.16,2.09,14.11,32.45,7.45,57.31,10.5,376.0,Very Poor
Delhi,2018-12-08,202.83,358.72,85.16,59.06,107.05,49.42,2.2,15.47,37.6,7.6,57.49,5.16,366.0,Very Poor
Delhi,2018-12-09,226.35,388.23,103.19,65.3,127.78,50.23,2.67,18.08,39.85,9.42,70.17,2.02,389.0,Very Poor
Delhi,2018-12-10,264.63,453.77,89.36,66.58,121.45,55.63,2.75,16.74,42.51,8.92,57.53,5.42,431.0,Severe
Delhi,2018-12-11,274.97,461.98,93.61,68.87,124.9,58.67,2.78,15.49,41.9,8.53,59.75,3.03,464.0,Severe
Delhi,2018-12-12,209.63,327.23,56.21,55.1,80.05,51.27,1.95,14.64,36.34,6.65,49.37,8.65,443.0,Severe
Delhi,2018-12-13,94.29,162.44,35.89,42.59,56.05,40.31,1.21,13.07,24.89,3.74,34.89,3.29,264.0,Poor
Delhi,2018-12-14,113.42,196.85,39.15,45.22,60.27,42.01,1.22,12.5,27.74,3.76,27.97,3.69,248.0,Poor
Delhi,2018-12-15,122.69,211.8,30.33,47.31,53.33,41.97,1.22,13.34,29.58,3.88,27.13,1.01,274.0,Poor
Delhi,2018-12-16,150.28,252.01,42.76,50.86,65.32,45.92,1.42,15.76,32.7,4.34,31.02,0.78,295.0,Poor
Delhi,2018-12-17,182.78,322.5,70.9,58.08,94.61,50.27,1.93,16.14,32.85,6.06,44.09,0.95,338.0,Very Poor
Delhi,2018-12-18,204.08,339.38,55.86,61.34,82.18,51.04,1.78,17.76,37.13,6.28,43.12,0.95,370.0,Very Poor
Delhi,2018-12-19,205.22,351.7,61.91,63.77,89.2,48.82,1.92,17.41,37.05,6.34,39.02,1.35,370.0,Very Poor
Delhi,2018-12-20,258.1,429.33,114.21,68.97,139.08,54.66,2.64,17.68,40.5,8.96,62.49,4.93,423.0,Severe
Delhi,2018-12-21,252.2,403.18,74.98,66.03,103.06,57.91,2.22,15.9,38.38,7.39,46.63,2.46,422.0,Severe
Delhi,2018-12-22,326.79,502.83,85.55,78.71,117.64,60.21,2.59,18.47,44.98,8.63,55.27,2.37,468.0,Severe
Delhi,2018-12-23,401.58,560.68,112.95,77.63,145.67,67.29,3.36,18.21,50.65,10.84,74.07,19.67,557.0,Severe
Delhi,2018-12-24,378.68,546.59,123.73,75.26,152.77,65.75,3.36,17.86,43.25,10.58,73.62,2.75,577.0,Severe
Delhi,2018-12-25,268.2,399.37,45.37,61.2,74.6,57.34,1.9,14.14,36.37,6.63,38.49,10.85,475.0,Severe
Delhi,2018-12-26,241.0,366.1,59.69,65.2,89.51,50.38,1.99,15.37,39.09,6.56,36.39,3.65,405.0,Severe
Delhi,2018-12-27,290.1,453.45,110.91,78.43,143.91,56.6,2.87,18.03,40.96,10.25,70.74,3.06,458.0,Severe
Delhi,2018-12-28,249.23,387.84,39.19,60.59,68.5,55.46,1.66,14.8,37.38,5.4,30.25,0.47,413.0,Severe
Delhi,2018-12-29,248.12,399.14,74.28,64.97,102.0,51.53,1.96,16.49,39.29,6.34,37.55,1.05,420.0,Severe
Delhi,2018-12-30,336.42,503.99,127.84,76.89,157.78,57.55,2.94,19.91,42.87,9.87,65.05,2.31,484.0,Severe
Delhi,2018-12-31,319.69,494.51,105.28,70.54,133.87,56.0,2.7,17.38,41.44,9.1,59.74,2.53,509.0,Severe
Delhi,2019-01-01,287.34,461.02,92.04,69.46,121.07,56.66,2.54,17.77,39.58,8.09,48.84,2.21,475.0,Severe
Delhi,2019-01-02,331.2,515.72,101.08,75.06,133.85,63.63,2.78,18.27,43.3,10.04,58.7,2.42,501.0,Severe
Delhi,2019-01-03,355.4,519.34,77.92,66.2,106.99,61.02,2.55,15.12,39.77,8.91,56.57,3.28,537.0,Severe
Delhi,2019-01-04,246.46,388.79,47.83,57.53,74.39,53.09,2.01,13.22,28.75,6.78,40.5,0.93,432.0,Severe
Delhi,2019-01-05,262.53,411.49,64.97,60.35,90.67,56.49,2.23,15.59,36.33,8.5,51.69,1.29,440.0,Severe
Delhi,2019-01-06,174.26,254.66,28.3,51.94,54.18,55.71,1.49,13.65,31.48,5.08,31.15,0.52,371.0,Very Poor
Delhi,2019-01-07,181.74,283.88,49.0,52.45,72.14,56.06,1.57,15.49,27.11,5.29,34.1,0.59,331.0,Very Poor
Delhi,2019-01-08,156.26,242.02,31.32,48.95,54.76,49.69,1.31,14.67,27.37,4.16,24.24,0.4,340.0,Very Poor
Delhi,2019-01-09,143.66,238.94,26.14,49.49,50.88,43.53,1.3,15.09,30.9,3.91,22.96,0.5,321.0,Very Poor
Delhi,2019-01-10,165.95,278.87,54.31,58.22,80.36,44.67,1.75,16.81,30.92,5.15,33.81,0.81,317.0,Very Poor
Delhi,2019-01-11,278.95,432.2,118.55,76.71,151.4,56.53,2.9,20.03,35.61,10.0,73.38,1.44,401.0,Severe
Delhi,2019-01-12,311.03,465.89,117.23,85.14,148.93,63.46,3.11,17.81,39.78,10.49,73.27,1.54,482.0,Severe
Delhi,2019-01-13,272.45,403.32,64.96,66.11,94.9,63.66,2.36,17.83,37.53,7.7,50.53,1.11,464.0,Severe
Delhi,2019-01-14,94.44,173.94,18.5,42.16,40.87,40.52,1.04,15.05,31.33,2.77,19.45,0.1,320.0,Very Poor
Delhi,2019-01-15,134.57,229.1,36.34,52.45,61.72,39.74,1.37,17.09,29.85,3.88,24.31,0.3,248.0,Poor
Delhi,2019-01-16,271.96,424.07,108.12,83.75,142.71,55.19,2.58,20.35,33.75,8.8,53.96,2.04,383.0,Very Poor
Delhi,2019-01-17,358.91,519.49,108.96,84.74,147.7,60.95,3.13,19.63,39.76,10.74,66.34,2.26,515.0,Severe
Delhi,2019-01-18,237.22,364.61,56.97,68.58,88.33,48.6,2.06,14.7,30.35,7.09,44.42,0.89,437.0,Severe
Delhi,2019-01-19,262.68,402.21,100.7,77.9,133.24,50.3,2.35,18.07,34.75,8.27,55.89,1.72,411.0,Severe
Delhi,2019-01-20,314.59,478.43,158.63,106.04,195.81,62.37,3.66,20.98,45.03,12.17,92.09,3.26,480.0,Severe
Delhi,2019-01-21,175.49,289.4,58.34,63.04,85.11,57.52,1.83,16.82,32.77,6.36,36.57,1.0,413.0,Severe
Delhi,2019-01-22,53.25,72.61,14.1,38.56,34.22,39.73,1.01,11.87,27.01,2.16,19.7,0.1,174.0,Moderate
Delhi,2019-01-23,135.68,211.71,55.53,48.14,76.5,42.37,1.62,14.17,26.51,5.6,40.42,0.64,186.0,Moderate
Delhi,2019-01-24,130.59,218.93,37.42,44.11,58.86,41.06,1.44,15.29,30.57,4.78,44.97,0.43,328.0,Very Poor
Delhi,2019-01-25,81.2,136.43,16.96,40.03,38.45,34.17,1.01,14.62,30.01,2.42,27.94,0.08,188.0,Moderate
Delhi,2019-01-26,101.61,169.32,15.3,38.43,35.94,33.64,0.98,14.48,35.41,2.57,16.99,0.03,231.0,Poor
Delhi,2019-01-27,136.47,217.45,19.78,45.27,42.16,35.34,1.1,15.89,33.34,3.13,19.33,0.05,275.0,Poor
Delhi,2019-01-28,126.48,212.42,22.97,49.13,46.7,34.49,1.06,15.76,33.6,3.19,20.16,0.17,301.0,Very Poor
Delhi,2019-01-29,142.0,235.85,33.51,51.47,58.67,36.19,1.24,18.56,33.83,3.87,27.11,0.37,297.0,Poor
Delhi,2019-01-30,206.14,334.21,61.02,63.7,89.54,42.99,1.76,24.75,35.84,5.45,42.52,0.71,342.0,Very Poor
Delhi,2019-01-31,204.25,335.07,72.47,65.7,101.46,49.6,1.9,20.48,37.52,6.82,50.25,0.36,397.0,Very Poor
Delhi,2019-02-01,178.68,265.65,23.24,50.75,48.72,49.42,1.34,17.83,33.12,4.43,26.59,0.1,329.0,Very Poor
Delhi,2019-02-02,177.32,266.3,17.57,35.89,35.82,43.55,1.24,11.55,30.88,3.93,22.16,0.12,338.0,Very Poor
Delhi,2019-02-03,131.1,209.41,20.77,34.53,37.93,40.43,1.32,11.7,29.44,3.28,20.96,0.14,323.0,Very Poor
Delhi,2019-02-04,144.62,248.49,53.8,52.85,76.95,39.88,1.81,14.06,33.42,4.9,33.18,0.88,301.0,Very Poor
Delhi,2019-02-05,256.33,408.32,122.8,75.89,153.6,53.81,2.95,22.38,46.33,8.99,77.07,2.92,398.0,Very Poor
Delhi,2019-02-06,177.25,270.92,39.1,50.55,62.85,53.76,1.64,15.59,34.4,5.1,33.57,1.37,380.0,Very Poor
Delhi,2019-02-07,65.65,107.83,12.05,30.8,27.94,37.84,0.84,11.12,30.25,2.15,16.32,2.96,233.0,Poor
Delhi,2019-02-08,72.29,156.6,31.23,39.24,49.45,29.11,0.94,12.66,30.59,2.78,24.72,4.03,136.0,Moderate
Delhi,2019-02-09,82.5,165.94,22.67,38.31,41.45,28.42,0.96,13.25,33.55,2.51,21.49,0.78,169.0,Moderate
Delhi,2019-02-10,143.31,255.47,47.91,49.26,69.38,33.83,1.36,16.41,33.03,4.12,28.28,4.16,277.0,Poor
Delhi,2019-02-11,173.61,304.98,72.35,58.56,95.55,39.17,1.78,17.52,37.03,5.97,41.78,6.94,332.0,Very Poor
Delhi,2019-02-12,208.64,357.36,74.17,66.37,101.01,46.24,2.09,19.93,43.29,7.38,59.23,6.24,357.0,Very Poor
Delhi,2019-02-13,198.26,336.99,65.24,70.04,96.09,47.95,1.94,18.61,43.36,6.6,46.95,6.47,372.0,Very Poor
Delhi,2019-02-14,153.73,237.08,27.78,53.15,54.06,45.64,1.42,14.53,32.61,4.69,29.52,3.87,350.0,Very Poor
Delhi,2019-02-15,123.46,194.76,25.13,44.28,45.94,39.19,1.22,15.38,28.15,3.64,24.5,2.02,275.0,Poor
Delhi,2019-02-16,112.34,181.64,17.27,33.33,33.34,35.16,1.13,12.92,26.45,2.79,20.22,0.76,288.0,Poor
Delhi,2019-02-17,99.27,180.93,23.24,42.59,41.77,31.82,1.09,15.14,34.81,2.82,20.46,0.95,247.0,Poor
Delhi,2019-02-18,109.11,215.05,32.98,56.12,56.8,33.82,1.18,16.78,33.69,3.38,26.07,0.81,278.0,Poor
Delhi,2019-02-19,126.12,229.75,40.67,55.44,65.95,41.33,1.56,15.93,36.66,3.97,34.03,1.36,232.0,Poor
Delhi,2019-02-20,102.3,185.4,38.46,51.88,63.41,41.41,1.4,17.16,23.68,4.45,40.74,2.78,305.0,Very Poor
Delhi,2019-02-21,73.33,178.07,46.44,47.15,67.04,38.24,1.37,20.1,34.41,3.76,31.74,2.24,158.0,Moderate
Delhi,2019-02-22,73.9,147.86,25.55,33.95,41.61,39.11,1.07,13.94,28.45,3.24,24.76,2.66,191.0,Moderate
Delhi,2019-02-23,56.51,115.07,11.62,36.12,30.5,26.26,0.85,15.66,37.26,2.09,15.68,0.89,116.0,Moderate
Delhi,2019-02-24,89.34,161.89,19.34,46.26,42.89,29.95,1.03,18.99,38.02,2.43,22.6,0.92,169.0,Moderate
Delhi,2019-02-25,92.36,172.59,35.85,53.86,62.0,34.51,1.24,18.07,42.49,3.13,31.49,1.18,221.0,Poor
Delhi,2019-02-26,59.97,120.3,24.36,50.31,48.45,32.19,0.95,16.88,32.19,2.49,28.02,0.74,144.0,Moderate
Delhi,2019-02-27,47.18,91.52,14.25,35.07,33.41,26.57,0.79,12.52,31.38,1.67,20.26,0.73,112.0,Moderate
Delhi,2019-02-28,96.38,180.46,40.92,45.02,60.89,31.23,1.25,16.98,35.95,3.14,31.82,1.1,198.0,Moderate
